State,year,week,ILITOTAL
Georgia,2018,20,902
Illinois,2018,20,387
New York,2018,20,131
Pennsylvania,2018,20,407
Texas,2018,20,391
Washington,2018,20,21
Arizona,2018,21,342
California,2018,21,690
Colorado,2018,21,72
Georgia,2018,21,768
Illinois,2018,21,366
New York,2018,21,99
Pennsylvania,2018,21,378
Texas,2018,21,441
Washington,2018,21,11
Arizona,2018,22,325
California,2018,22,581
Colorado,2018,22,78
Georgia,2018,22,768
Illinois,2018,22,323
New York,2018,22,99
Pennsylvania,2018,22,373
Texas,2018,22,334
Washington,2018,22,1
Arizona,2018,23,180
California,2018,23,571
Colorado,2018,23,66
Georgia,2018,23,638
Illinois,2018,23,224
New York,2018,23,2
Pennsylvania,2018,23,379
Texas,2018,23,316
Washington,2018,23,1
Arizona,2018,24,140
California,2018,24,548
Colorado,2018,24,57
Georgia,2018,24,528
Illinois,2018,24,209
New York,2018,24,3
Pennsylvania,2018,24,318
Texas,2018,24,320
Washington,2018,24,13
Arizona,2018,25,288
California,2018,25,526
Colorado,2018,25,46
Georgia,2018,25,516
Illinois,2018,25,269
New York,2018,25,0
Pennsylvania,2018,25,280
Texas,2018,25,250
Washington,2018,25,14
Arizona,2018,26,266
California,2018,26,493
Colorado,2018,26,65
Georgia,2018,26,457
Illinois,2018,26,239
New York,2018,26,1
Pennsylvania,2018,26,261
Texas,2018,26,288
Washington,2018,26,19
Arizona,2018,27,189
California,2018,27,380
Colorado,2018,27,37
Georgia,2018,27,426
Illinois,2018,27,241
New York,2018,27,10
Pennsylvania,2018,27,236
Texas,2018,27,211
Washington,2018,27,12
Arizona,2018,28,238
California,2018,28,398
Colorado,2018,28,53
Georgia,2018,28,446
Illinois,2018,28,264
New York,2018,28,0
Pennsylvania,2018,28,251
Texas,2018,28,256
Washington,2018,28,8
Arizona,2018,29,142
California,2018,29,379
Colorado,2018,29,48
Georgia,2018,29,392
Illinois,2018,29,221
New York,2018,29,0
Pennsylvania,2018,29,157
Texas,2018,29,203
Washington,2018,29,9
Arizona,2018,30,260
California,2018,30,382
Colorado,2018,30,35
Georgia,2018,30,441
Illinois,2018,30,164
New York,2018,30,1
Pennsylvania,2018,30,168
Texas,2018,30,197
Washington,2018,30,11
Arizona,2018,31,166
California,2018,31,374
Colorado,2018,31,40
Georgia,2018,31,390
Illinois,2018,31,177
New York,2018,31,1
Pennsylvania,2018,31,205
Texas,2018,31,209
Washington,2018,31,5
Arizona,2018,32,257
California,2018,32,387
Colorado,2018,32,40
Georgia,2018,32,465
Illinois,2018,32,157
New York,2018,32,0
Pennsylvania,2018,32,175
Texas,2018,32,156
Washington,2018,32,8
Arizona,2018,33,222
California,2018,33,391
Colorado,2018,33,48
Georgia,2018,33,711
Illinois,2018,33,172
New York,2018,33,0
Pennsylvania,2018,33,194
Texas,2018,33,184
Washington,2018,33,5
Arizona,2018,34,375
California,2018,34,335
Colorado,2018,34,75
Georgia,2018,34,810
Illinois,2018,34,188
New York,2018,34,0
Pennsylvania,2018,34,198
Texas,2018,34,270
Washington,2018,34,8
Arizona,2018,35,295
California,2018,35,435
Colorado,2018,35,77
Georgia,2018,35,852
Illinois,2018,35,269
New York,2018,35,0
Pennsylvania,2018,35,238
Texas,2018,35,244
Washington,2018,35,7
Arizona,2018,36,316
California,2018,36,515
Colorado,2018,36,99
Georgia,2018,36,896
Illinois,2018,36,263
New York,2018,36,2
Pennsylvania,2018,36,307
Texas,2018,36,382
Washington,2018,36,12
Arizona,2018,37,355
California,2018,37,645
Colorado,2018,37,83
Georgia,2018,37,888
Illinois,2018,37,292
New York,2018,37,8
Pennsylvania,2018,37,395
Texas,2018,37,449
Washington,2018,37,17
Arizona,2018,38,286
California,2018,38,555
Colorado,2018,38,80
Georgia,2018,38,844
Illinois,2018,38,334
New York,2018,38,11
Pennsylvania,2018,38,505
Texas,2018,38,465
Washington,2018,38,20
Arizona,2018,39,224
California,2018,39,546
Colorado,2018,39,64
Georgia,2018,39,856
Illinois,2018,39,272
New York,2018,39,26
Pennsylvania,2018,39,568
Texas,2018,39,561
Washington,2018,39,11
Arizona,2018,40,307
California,2018,40,698
Colorado,2018,40,843
Georgia,2018,40,1850
Illinois,2018,40,394
New York,2018,40,623
Pennsylvania,2018,40,536
Texas,2018,40,730
Washington,2018,40,24
Arizona,2018,41,288
California,2018,41,598
Colorado,2018,41,978
Georgia,2018,41,1830
Illinois,2018,41,493
New York,2018,41,661
Pennsylvania,2018,41,639
Texas,2018,41,589
Washington,2018,41,37
Arizona,2018,42,332
California,2018,42,691
Colorado,2018,42,1042
Georgia,2018,42,2067
Illinois,2018,42,518
New York,2018,42,706
Pennsylvania,2018,42,610
Texas,2018,42,607
Washington,2018,42,21
Arizona,2018,43,257
California,2018,43,753
Colorado,2018,43,944
Georgia,2018,43,2338
Illinois,2018,43,579
New York,2018,43,700
Pennsylvania,2018,43,652
Texas,2018,43,761
Washington,2018,43,31
Arizona,2018,44,407
California,2018,44,875
Colorado,2018,44,1073
Georgia,2018,44,2626
Illinois,2018,44,656
New York,2018,44,786
Pennsylvania,2018,44,676
Texas,2018,44,831
Washington,2018,44,27
Arizona,2018,45,424
California,2018,45,944
Colorado,2018,45,1120
Georgia,2018,45,2745
Illinois,2018,45,632
New York,2018,45,710
Pennsylvania,2018,45,731
Texas,2018,45,945
Washington,2018,45,30
Arizona,2018,46,363
California,2018,46,943
Colorado,2018,46,1160
Georgia,2018,46,2888
Illinois,2018,46,649
New York,2018,46,659
Pennsylvania,2018,46,675
Texas,2018,46,973
Washington,2018,46,29
Arizona,2018,47,434
California,2018,47,719
Colorado,2018,47,986
Georgia,2018,47,3230
Illinois,2018,47,627
New York,2018,47,742
Pennsylvania,2018,47,663
Texas,2018,47,806
Washington,2018,47,30
Arizona,2018,48,552
California,2018,48,1177
Colorado,2018,48,1492
Georgia,2018,48,3378
Illinois,2018,48,732
New York,2018,48,828
Pennsylvania,2018,48,1074
Texas,2018,48,1104
Washington,2018,48,40
Arizona,2018,49,525
California,2018,49,1206
Colorado,2018,49,1606
Georgia,2018,49,3182
Illinois,2018,49,788
New York,2018,49,892
Pennsylvania,2018,49,811
Texas,2018,49,1017
Washington,2018,49,33
Arizona,2018,50,622
California,2018,50,1356
Colorado,2018,50,2122
Georgia,2018,50,4258
Illinois,2018,50,854
New York,2018,50,1172
Pennsylvania,2018,50,958
Texas,2018,50,1148
Washington,2018,50,41
Arizona,2018,51,547
California,2018,51,1288
Colorado,2018,51,2571
Georgia,2018,51,5436
Illinois,2018,51,987
New York,2018,51,1427
Pennsylvania,2018,51,1092
Texas,2018,51,1255
Washington,2018,51,39
Arizona,2018,52,567
California,2018,52,935
Colorado,2018,52,2608
Georgia,2018,52,5994
Illinois,2018,52,1339
New York,2018,52,1757
Pennsylvania,2018,52,1442
Texas,2018,52,1317
Washington,2018,52,45
Arizona,2019,1,587
California,2019,1,1021
Colorado,2019,1,2268
Georgia,2019,1,4532
Illinois,2019,1,1262
New York,2019,1,1727
Pennsylvania,2019,1,1474
Texas,2019,1,1244
Washington,2019,1,57
Arizona,2019,2,821
California,2019,2,1415
Colorado,2019,2,2277
Georgia,2019,2,3156
Illinois,2019,2,1019
New York,2019,2,1514
Pennsylvania,2019,2,1262
Texas,2019,2,1331
Washington,2019,2,82
Arizona,2019,3,752
California,2019,3,1325
Colorado,2019,3,2064
Georgia,2019,3,2880
Illinois,2019,3,1057
New York,2019,3,1820
Pennsylvania,2019,3,1318
Texas,2019,3,1621
Washington,2019,3,94
Arizona,2019,4,710
California,2019,4,1267
Colorado,2019,4,1890
Georgia,2019,4,3147
Illinois,2019,4,1046
New York,2019,4,2085
Pennsylvania,2019,4,1546
Texas,2019,4,2092
Washington,2019,4,102
Arizona,2019,5,802
California,2019,5,1657
Colorado,2019,5,2067
Georgia,2019,5,3788
Illinois,2019,5,1089
New York,2019,5,2158
Pennsylvania,2019,5,1313
Texas,2019,5,2684
Washington,2019,5,132
Arizona,2019,6,729
California,2019,6,1617
Colorado,2019,6,2251
Georgia,2019,6,5526
Illinois,2019,6,1198
New York,2019,6,2676
Pennsylvania,2019,6,1763
Texas,2019,6,3363
Washington,2019,6,103
Arizona,2019,7,719
California,2019,7,1726
Colorado,2019,7,2482
Georgia,2019,7,4839
Illinois,2019,7,1326
New York,2019,7,3024
Pennsylvania,2019,7,1842
Texas,2019,7,3277
Washington,2019,7,165
Arizona,2019,8,707
California,2019,8,1562
Colorado,2019,8,2599
Georgia,2019,8,4296
Illinois,2019,8,1601
New York,2019,8,2335
Pennsylvania,2019,8,1701
Texas,2019,8,2912
Washington,2019,8,130
Arizona,2019,9,789
California,2019,9,1856
Colorado,2019,9,2811
Georgia,2019,9,3334
Illinois,2019,9,1557
New York,2019,9,1979
Pennsylvania,2019,9,1755
Texas,2019,9,3055
Washington,2019,9,138
Arizona,2019,10,664
California,2019,10,1804
Colorado,2019,10,2909
Georgia,2019,10,3357
Illinois,2019,10,1650
New York,2019,10,2035
Pennsylvania,2019,10,1696
Texas,2019,10,2734
Washington,2019,10,199
Arizona,2019,11,653
California,2019,11,1708
Colorado,2019,11,2490
Georgia,2019,11,3315
Illinois,2019,11,1907
New York,2019,11,2105
Pennsylvania,2019,11,1831
Texas,2019,11,2109
Washington,2019,11,232
Arizona,2019,12,735
California,2019,12,1699
Colorado,2019,12,2011
Georgia,2019,12,3014
Illinois,2019,12,1458
New York,2019,12,2038
Pennsylvania,2019,12,2101
Texas,2019,12,1764
Washington,2019,12,221
Arizona,2019,13,653
California,2019,13,1371
Colorado,2019,13,1459
Georgia,2019,13,2722
Illinois,2019,13,1255
New York,2019,13,1751
Pennsylvania,2019,13,1572
Texas,2019,13,1411
Washington,2019,13,138
Arizona,2019,14,626
California,2019,14,1329
Colorado,2019,14,1334
Georgia,2019,14,2421
Illinois,2019,14,1062
New York,2019,14,1699
Pennsylvania,2019,14,1260
Texas,2019,14,1232
Washington,2019,14,80
Arizona,2019,15,591
California,2019,15,1165
Colorado,2019,15,1224
Georgia,2019,15,2212
Illinois,2019,15,847
New York,2019,15,1301
Pennsylvania,2019,15,1057
Texas,2019,15,1152
Washington,2019,15,49
Arizona,2019,16,482
California,2019,16,1084
Colorado,2019,16,1117
Georgia,2019,16,1889
Illinois,2019,16,691
New York,2019,16,1027
Pennsylvania,2019,16,748
Texas,2019,16,929
Washington,2019,16,42
Arizona,2019,17,518
California,2019,17,972
Colorado,2019,17,1049
Georgia,2019,17,1897
Illinois,2019,17,562
New York,2019,17,753
Pennsylvania,2019,17,611
Texas,2019,17,657
Washington,2019,17,24
Arizona,2019,18,447
California,2019,18,702
Colorado,2019,18,1149
Georgia,2019,18,1795
Illinois,2019,18,479
New York,2019,18,656
Pennsylvania,2019,18,566
Texas,2019,18,722
Washington,2019,18,29
Arizona,2019,19,360
California,2019,19,771
Colorado,2019,19,1043
Georgia,2019,19,1660
Illinois,2019,19,487
New York,2019,19,512
Pennsylvania,2019,19,463
Texas,2019,19,620
Washington,2019,19,25
Arizona,2019,20,466
California,2019,20,674
Colorado,2019,20,1026
Georgia,2019,20,1636
Illinois,2019,20,445
New York,2019,20,374
Pennsylvania,2019,20,38
Texas,2019,20,597
Washington,2019,20,18
Arizona,2019,21,404
California,2019,21,616
Colorado,2019,21,978
Georgia,2019,21,1407
Illinois,2019,21,370
New York,2019,21,517
Pennsylvania,2019,21,437
Texas,2019,21,507
Washington,2019,21,22
Arizona,2019,22,327
California,2019,22,620
Colorado,2019,22,769
Georgia,2019,22,1348
Illinois,2019,22,281
New York,2019,22,513
Pennsylvania,2019,22,474
Texas,2019,22,442
Washington,2019,22,23
Arizona,2019,23,268
California,2019,23,579
Colorado,2019,23,864
Georgia,2019,23,1090
Illinois,2019,23,243
New York,2019,23,455
Pennsylvania,2019,23,391
Texas,2019,23,474
Washington,2019,23,23
Arizona,2019,24,132
California,2019,24,570
Colorado,2019,24,701
Georgia,2019,24,957
Illinois,2019,24,272
New York,2019,24,384
Pennsylvania,2019,24,321
Texas,2019,24,461
Washington,2019,24,13
Arizona,2019,25,124
California,2019,25,474
Colorado,2019,25,589
Georgia,2019,25,816
Illinois,2019,25,219
New York,2019,25,411
Pennsylvania,2019,25,327
Texas,2019,25,407
Washington,2019,25,10
Arizona,2019,26,124
California,2019,26,465
Colorado,2019,26,543
Georgia,2019,26,803
Illinois,2019,26,238
New York,2019,26,420
Pennsylvania,2019,26,266
Texas,2019,26,300
Washington,2019,26,7
Arizona,2019,27,67
California,2019,27,329
Colorado,2019,27,357
Georgia,2019,27,700
Illinois,2019,27,195
New York,2019,27,395
Pennsylvania,2019,27,223
Texas,2019,27,328
Washington,2019,27,19
Arizona,2019,28,106
California,2019,28,343
Colorado,2019,28,387
Georgia,2019,28,679
Illinois,2019,28,195
New York,2019,28,374
Pennsylvania,2019,28,233
Texas,2019,28,254
Washington,2019,28,13
Arizona,2019,29,83
California,2019,29,344
Colorado,2019,29,399
Georgia,2019,29,632
Illinois,2019,29,197
New York,2019,29,297
Pennsylvania,2019,29,215
Texas,2019,29,281
Washington,2019,29,10
Arizona,2019,30,34
California,2019,30,345
Colorado,2019,30,338
Georgia,2019,30,726
Illinois,2019,30,193
New York,2019,30,298
Pennsylvania,2019,30,239
Texas,2019,30,317
Washington,2019,30,13
Arizona,2019,31,41
California,2019,31,315
Colorado,2019,31,374
Georgia,2019,31,705
Illinois,2019,31,187
New York,2019,31,296
Pennsylvania,2019,31,220
Texas,2019,31,281
Washington,2019,31,7
Arizona,2019,32,211
California,2019,32,370
Colorado,2019,32,361
Georgia,2019,32,782
Illinois,2019,32,191
New York,2019,32,317
Pennsylvania,2019,32,206
Texas,2019,32,253
Washington,2019,32,9
Arizona,2019,33,266
California,2019,33,311
Colorado,2019,33,457
Georgia,2019,33,1210
Illinois,2019,33,161
New York,2019,33,279
Pennsylvania,2019,33,215
Texas,2019,33,198
Washington,2019,33,3
Arizona,2019,34,218
California,2019,34,310
Colorado,2019,34,550
Georgia,2019,34,1454
Illinois,2019,34,150
New York,2019,34,278
Pennsylvania,2019,34,230
Texas,2019,34,298
Washington,2019,34,17
Arizona,2019,35,273
California,2019,35,413
Colorado,2019,35,793
Georgia,2019,35,1475
Illinois,2019,35,192
New York,2019,35,282
Pennsylvania,2019,35,238
Texas,2019,35,450
Washington,2019,35,4
Arizona,2019,36,294
California,2019,36,385
Colorado,2019,36,773
Georgia,2019,36,1624
Illinois,2019,36,243
New York,2019,36,302
Pennsylvania,2019,36,437
Texas,2019,36,451
Washington,2019,36,8
Arizona,2019,37,253
California,2019,37,480
Colorado,2019,37,917
Georgia,2019,37,1556
Illinois,2019,37,360
New York,2019,37,415
Pennsylvania,2019,37,414
Texas,2019,37,549
Washington,2019,37,13
Arizona,2019,38,300
California,2019,38,480
Colorado,2019,38,918
Georgia,2019,38,1559
Illinois,2019,38,331
New York,2019,38,502
Pennsylvania,2019,38,422
Texas,2019,38,390
Washington,2019,38,0
Arizona,2019,39,207
California,2019,39,485
Colorado,2019,39,879
Georgia,2019,39,1778
Illinois,2019,39,334
New York,2019,39,561
Pennsylvania,2019,39,493
Texas,2019,39,530
Washington,2019,39,21
Arizona,2019,40,129
California,2019,40,769
Colorado,2019,40,870
Georgia,2019,40,1954
Illinois,2019,40,1157
New York,2019,40,518
Pennsylvania,2019,40,487
Texas,2019,40,637
Washington,2019,40,206
Arizona,2019,41,144
California,2019,41,828
Colorado,2019,41,957
Georgia,2019,41,1900
Illinois,2019,41,1159
New York,2019,41,587
Pennsylvania,2019,41,521
Texas,2019,41,759
Washington,2019,41,258
Arizona,2019,42,147
California,2019,42,898
Colorado,2019,42,979
Georgia,2019,42,1946
Illinois,2019,42,1350
New York,2019,42,622
Pennsylvania,2019,42,594
Texas,2019,42,768
Washington,2019,42,286
Arizona,2019,43,175
California,2019,43,988
Colorado,2019,43,1007
Georgia,2019,43,2333
Illinois,2019,43,1667
New York,2019,43,626
Pennsylvania,2019,43,747
Texas,2019,43,987
Washington,2019,43,222
Arizona,2019,44,182
California,2019,44,1016
Colorado,2019,44,919
Georgia,2019,44,2516
Illinois,2019,44,1537
New York,2019,44,712
Pennsylvania,2019,44,638
Texas,2019,44,1124
Washington,2019,44,263
Arizona,2019,45,376
California,2019,45,1253
Colorado,2019,45,982
Georgia,2019,45,3105
Illinois,2019,45,1590
New York,2019,45,734
Pennsylvania,2019,45,736
Texas,2019,45,1501
Washington,2019,45,245
Arizona,2019,46,405
California,2019,46,1480
Colorado,2019,46,1112
Georgia,2019,46,3500
Illinois,2019,46,1662
New York,2019,46,763
Pennsylvania,2019,46,734
Texas,2019,46,1456
Washington,2019,46,310
Arizona,2019,47,388
California,2019,47,1531
Colorado,2019,47,1216
Georgia,2019,47,3623
Illinois,2019,47,1794
New York,2019,47,826
Pennsylvania,2019,47,903
Texas,2019,47,2114
Washington,2019,47,602
Arizona,2019,48,276
California,2019,48,1202
Colorado,2019,48,1132
Georgia,2019,48,4304
Illinois,2019,48,1990
New York,2019,48,998
Pennsylvania,2019,48,795
Texas,2019,48,1783
Washington,2019,48,427
Arizona,2019,49,425
California,2019,49,1696
Colorado,2019,49,1465
Georgia,2019,49,4204
Illinois,2019,49,2291
New York,2019,49,1025
Pennsylvania,2019,49,913
Texas,2019,49,1894
Washington,2019,49,980
Arizona,2019,50,417
California,2019,50,1678
Colorado,2019,50,1635
Georgia,2019,50,5492
Illinois,2019,50,2603
New York,2019,50,1328
Pennsylvania,2019,50,1067
Texas,2019,50,2124
Washington,2019,50,1328
Arizona,2019,51,434
California,2019,51,1854
Colorado,2019,51,1943
Georgia,2019,51,8233
Illinois,2019,51,3157
New York,2019,51,1898
Pennsylvania,2019,51,1282
Texas,2019,51,2605
Washington,2019,51,1516
Arizona,2019,52,463
California,2019,52,2040
Colorado,2019,52,2569
Georgia,2019,52,10480
Illinois,2019,52,4746
New York,2019,52,2939
Pennsylvania,2019,52,1763
Texas,2019,52,2343
Washington,2019,52,1907
Arizona,2020,1,483
California,2020,1,2217
Colorado,2020,1,2178
Georgia,2020,1,8109
Illinois,2020,1,4383
New York,2020,1,2986
Pennsylvania,2020,1,2144
Texas,2020,1,2933
Washington,2020,1,1449
Arizona,2020,2,481
California,2020,2,2599
Colorado,2020,2,2472
Georgia,2020,2,5862
Illinois,2020,2,3709
New York,2020,2,1916
Pennsylvania,2020,2,1702
Texas,2020,2,3008
Washington,2020,2,1075
Arizona,2020,3,639
California,2020,3,2737
Colorado,2020,3,2403
Georgia,2020,3,5358
Illinois,2020,3,3843
New York,2020,3,2824
Pennsylvania,2020,3,1852
Texas,2020,3,3100
Washington,2020,3,853
Arizona,2020,4,776
California,2020,4,3084
Colorado,2020,4,2869
Georgia,2020,4,5206
Illinois,2020,4,4880
New York,2020,4,3755
Pennsylvania,2020,4,2084
Texas,2020,4,3429
Washington,2020,4,966
Arizona,2020,5,709
California,2020,5,3365
Colorado,2020,5,3136
Georgia,2020,5,6700
Illinois,2020,5,6380
New York,2020,5,4361
Pennsylvania,2020,5,2615
Texas,2020,5,3799
Washington,2020,5,1044
Arizona,2020,6,749
California,2020,6,3398
Colorado,2020,6,2903
Georgia,2020,6,6744
Illinois,2020,6,6880
New York,2020,6,4535
Pennsylvania,2020,6,2700
Texas,2020,6,3090
Washington,2020,6,910
Arizona,2020,7,582
California,2020,7,2883
Colorado,2020,7,2373
Georgia,2020,7,5030
Illinois,2020,7,5970
New York,2020,7,3631
Pennsylvania,2020,7,3176
Texas,2020,7,3076
Washington,2020,7,889
Arizona,2020,8,632
California,2020,8,2760
Colorado,2020,8,2086
Georgia,2020,8,4151
Illinois,2020,8,5599
New York,2020,8,2575
Pennsylvania,2020,8,2107
Texas,2020,8,2890
Washington,2020,8,807
Arizona,2020,9,446
California,2020,9,2761
Colorado,2020,9,2046
Georgia,2020,9,3614
Illinois,2020,9,4935
New York,2020,9,1925
Pennsylvania,2020,9,2139
Texas,2020,9,2454
Washington,2020,9,939
Arizona,2020,10,334
California,2020,10,2393
Colorado,2020,10,2238
Georgia,2020,10,4398
Illinois,2020,10,4978
New York,2020,10,1808
Pennsylvania,2020,10,2658
Texas,2020,10,2415
Washington,2020,10,1403
Arizona,2020,11,411
California,2020,11,2321
Colorado,2020,11,2793
Georgia,2020,11,6513
Illinois,2020,11,5334
New York,2020,11,3199
Pennsylvania,2020,11,3280
Texas,2020,11,1789
Washington,2020,11,1268
Arizona,2020,12,377
California,2020,12,1473
Colorado,2020,12,1504
Georgia,2020,12,5737
Illinois,2020,12,4710
New York,2020,12,3288
Pennsylvania,2020,12,3400
Texas,2020,12,1918
Washington,2020,12,954
Arizona,2020,13,299
California,2020,13,1084
Colorado,2020,13,656
Georgia,2020,13,3720
Illinois,2020,13,2632
New York,2020,13,2892
Pennsylvania,2020,13,1960
Texas,2020,13,727
Washington,2020,13,509
Arizona,2020,14,243
California,2020,14,662
Colorado,2020,14,472
Georgia,2020,14,2226
Illinois,2020,14,1711
New York,2020,14,2365
Pennsylvania,2020,14,1307
Texas,2020,14,398
Washington,2020,14,282
Arizona,2020,15,147
California,2020,15,492
Colorado,2020,15,325
Georgia,2020,15,1618
Illinois,2020,15,1290
New York,2020,15,1452
Pennsylvania,2020,15,946
Texas,2020,15,338
Washington,2020,15,184
Arizona,2020,16,169
California,2020,16,375
Colorado,2020,16,217
Georgia,2020,16,1211
Illinois,2020,16,1082
New York,2020,16,946
Pennsylvania,2020,16,712
Texas,2020,16,228
Washington,2020,16,137
Arizona,2020,17,164
California,2020,17,323
Colorado,2020,17,192
Georgia,2020,17,947
Illinois,2020,17,996
New York,2020,17,583
Pennsylvania,2020,17,555
Texas,2020,17,216
Washington,2020,17,138
Arizona,2020,18,105
California,2020,18,330
Colorado,2020,18,128
Georgia,2020,18,887
Illinois,2020,18,906
New York,2020,18,393
Pennsylvania,2020,18,471
Texas,2020,18,128
Washington,2020,18,130
Arizona,2020,19,110
California,2020,19,319
Colorado,2020,19,107
Georgia,2020,19,811
Illinois,2020,19,718
New York,2020,19,305
Pennsylvania,2020,19,369
Texas,2020,19,156
Washington,2020,19,116
Arizona,2020,20,103
California,2020,20,291
Colorado,2020,20,126
Georgia,2020,20,769
Illinois,2020,20,632
New York,2020,20,257
Pennsylvania,2020,20,401
Texas,2020,20,153
Washington,2020,20,87
Arizona,2020,21,122
California,2020,21,301
Colorado,2020,21,105
Georgia,2020,21,759
Illinois,2020,21,525
New York,2020,21,244
Pennsylvania,2020,21,357
Texas,2020,21,150
Washington,2020,21,85
Arizona,2020,22,113
California,2020,22,272
Colorado,2020,22,100
Georgia,2020,22,670
Illinois,2020,22,458
New York,2020,22,189
Pennsylvania,2020,22,279
Texas,2020,22,123
Washington,2020,22,97
Arizona,2020,23,91
California,2020,23,223
Colorado,2020,23,63
Georgia,2020,23,699
Illinois,2020,23,374
New York,2020,23,161
Pennsylvania,2020,23,267
Texas,2020,23,56
Washington,2020,23,80
